Grouping,Item_Name,Description,Data_Type,Is_Derived_Item,NCDR_Derivation_Methodology,Link,Link Type,Author,Created_Date,Last_Update_By,Last_Update_Date,Present_In_Tables,Table 1,Table 2,Table 3,Table 4,Table 5,Table 6,Table 7,Table 8,Table 9,Table 10,Table 11,Table 12,Table 13,Table 14,Table 15,Table 16,Table 17,Table 18,Table 19,Table 20,Table 21,Table 22,Table 23,Table 24,Table 25,Table 26,Table 27,Table 28,Table 29,Table 30,Table 31,Table 32,Table 33,Table 34,Table 35,Table 36,Table 37,Table 38,Table 39,Table 40,Table 41,Table 42,Table 43,Table 44,Table 45,Table 46,Table 47,Table 48,Table 49,Table 50,Table 51,Table 52,Table 53,Table 54,Table 55,Table 56,Table 57,Table 58,Table 59,Table 60,Table 61,Table 62,Table 63,Table 64,Table 65,Table 66,Table 67,Table 68,Table 69,Table 70,Table 71,Table 72,Table 73,Table 74,Table 75,Table 76,Table 77,Table 78,Table 79,Table 80,Table 81,Table 82,Table 83,Table 84,Table 85,Table 86,Table 87,Table 88,Table 89,Table 90,Table 91,Table 92,Table 93,Table 94,Table 95,Table 96,Table 97,Table 98,Table 99,Table 100
Values,CC_Discharge_Status_3,The discharge status of a patient who is discharged from a ward stay where they were receiving care as part of a critical care period and the discharge ends the critical care period.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_discharge_status_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Discharge_Destination_3,The primary organisation type that the patient has been discharged to at the end of the critical care period.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_discharge_destination_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Discharge_Location_3,The principal location that the patient is discharged to at the end of the critical care period.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_discharge_location_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Discharge_Time_3,The same as attribute activity time where the activity time type is national code 'end time' for the critical care period.,varchar(8),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_discharge_time_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Activity_to_Episode_Relationship_SUS_3,"Shows the relationship to episodes, derived by SUS.",varchar(1),Yes - External,N/A,http://content.digital.nhs.uk/sus/pbrguidance,NHS Digital - SUS+,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,CCP_Sequence_Number_3,The sequence of the submitted records.,int,Yes - External,"Derived by SUS, based upon the order within which activity is received.",http://content.digital.nhs.uk/sus/pbrguidance,NHS Digital - SUS+,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Start_Time_3,The same as attribute activity time where the activity time type is national code 'start time' for the critical care period.,varchar(8),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_start_time_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CCP_Type_3,"The type of critical care - NCC, PCC, ACC or CCP. Please note CCP is an artificial type used to denote a summary line for NCC and PCC Periods. CCP lines will NOT contain data items that specifically relate to daily activity.",varchar(2),Yes - External,"Derived by SUS, based upon the submitted type of critical care.",http://content.digital.nhs.uk/sus/pbrguidance,NHS Digital - SUS+,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDs,CC_Local_Identifier_4,A unique local activity identifier used to identify the start of care activity within a critical care period.,varchar(10),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_local_identifier_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Start_Date_4,The same as attribute activity date where the activity date type is national code 'start date' of the critical care period.,datetime,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_start_date_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Unit_Function_4,The type of area to which the patient was admitted during a critical care period. This is the principal clinical service provided within the ward.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_unit_function_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Advanced_Respiratory_Days_4,"The total number of days that the patient received advanced respiratory support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ad/advanced_respiratory_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Basic_Respiratory_Days_4,"The total number of days that the patient received basic respiratory support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/b/basic_respiratory_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Advanced_Cardiovascular_Days_4,"The total number of days that the patient received advanced cardiovascular support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ad/advanced_cardiovascular_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Basic_Cardiovascular_Days_4,"The total number of days that the patient received basic cardiovascular support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/b/basic_cardiovascular_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Renal_Days_4,"The total number of days that the patient received renal system support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/r/ren/renal_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Neurological_Days_4,"The total number of days that the patient received neurological system support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/ne/neurological_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Dermatological_Days_4,"The total number of days that the patient received dermatological system support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/del/dermatological_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Liver_Days_4,"The total number of days that the patient received liver support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/l/li/liver_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Level_2_Days_4,"The total number of days a patient received level 2 care during a critical care period. From 000 to 997 days can be recorded; if 998 or more days have occurred, the default code should be used.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_level_2_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Level_3_Days_4,"The total number of days a patient received level 3 care during a critical care period. From 000 to 997 days can be recorded; if 998 or more days have occurred, the default code should be used.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_level_3_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Discharge_Date_4,The same as attribute activity date where the activity date type is national code 'end date' for the critical care period.,datetime,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_discharge_date_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Unit_Bed_Configuration_4,The main composition of critical care bed types for the ward.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cou/critical_care_unit_bed_configuration_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Admission_Source_4,The primary organisation type that the patient has been admitted from prior to the start of the critical care period.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_admission_source_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Source_Location_4,The type of location the patient was in prior to the start of the critical care period.,varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_source_location_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,CC_Admission_Type_4,"An indication of whether a critical care period was initiated as a result of a non-emergency treatment plan, for example, for elective major surgery. This relates only to the period of critical care and not to the nature of the hospital admission. For example, a planned hospital admission may unexpectedly require an emergency intensive care unit admission, in which case the classification will be '01'.",varchar(2),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_admission_type_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Gastro_Intestinal_Days_4,"The total number of days that the patient received gastro-intestinal system support during a critical care period, ranging from 000 to 997 days.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/gastro-intestinal_support_days_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values,Organ_Support_Maximum_4,"The maximum number of organ systems supported on any one day during a critical care period. Each organ system can only be counted once on any calendar day. Both basic and advanced categories cannot be counted at the same time. The number of organ systems supported can be between 00 to 07, although for the purposes of recording on the commissioning data set messages gastro-intestinal support days are not recorded so the maximum is effectively 06.",int,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organ_support_maximum_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Discharge_Ready_Date_4,The date on which the patient has been declared clinically ready for discharge or transfer from the critical care period and a formal request has been made to the hospital bed management system (or appropriate staff with authority to admit at the intended destination) and the date and time of this status is recorded as such in the clinical record.,datetime,No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_discharge_ready_date_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dates & Times,CC_Discharge_Ready_Time_4,The time at which the patient has been declared clinically ready for discharge or transfer from the critical care period and a formal request has been made to the hospital bed management system (or appropriate staff with authority to admit at the intended destination) and the date and time of this status is recorded as such in the clinical record.,varchar(8),No,N/A,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/critical_care_discharge_ready_time_de.asp?shownav=1,NHS Data Model And Dictionary,Nathan Abbotts,11/23/17,,,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,NHSE_SUSPlus_Live.dbo.tbl_Data_SEM_APCE_CCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
