,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology ,Data Dictionary Name,Data Dictionary Links,Technical check,Business check
,3060,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3061,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3062,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3063,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3064,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3065,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3066,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3067,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3068,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,IC_Unique_Record,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",varchar(50),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. IC_Unique_Record should be unique to each provider (OrgCodeProv) and person (UniqMHSDSPersID) combination.",,,ZA & AH,SS
,3069,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,Inactive_Timestamp,The date at which the record became classed as 'Inactive'.,date,Yes,"Not set for records where the reporting period is the maximum held within the database. Where this is not the case and the episode is open and cannot be found in a superseding reporting period, the record is date stamped as inactive. The date used is the first day of the next reporting period.",,,ZA & AH,SS
,3070,NHSE_Mental_Health,Master_MHS006_MH_Care_Coord,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
,3071,NHSE_Mental_Health,Master_MHS007_Disability_Type,LocalPatientID,This is a number used to identify a PATIENT uniquely within a Health Care Provider. It may be different from the PATIENT's casenote number and may be assigned automatically by the computer system.,nvarchar(255),No,,LOCAL PATIENT IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/l/lo/local_patient_identifier_de.asp?shownav=1,ZA & AH,SS
,3072,NHSE_Mental_Health,Master_MHS007_Disability_Type,DisabCode,The DISABILITY of a PERSON. This could be where the PERSON has been diagnosed as disabled or the PERSON considers themself to be disabled.,varchar(2),No,,DISABILITY CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/den/disability_code_de.asp?shownav=1,ZA & AH,SS
,3073,NHSE_Mental_Health,Master_MHS007_Disability_Type,DisabImpacPercep,"The patient's perception of whether their day-to-day activities are limited because of a health problem or disability which has lasted, or is expected to last, at least 12 months.",varchar(2),No,,DISABILITY IMPACT PERCEPTION,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/disability_impact_perception_de.asp?shownav=1,ZA & AH,SS
,3074,NHSE_Mental_Health,Master_MHS007_Disability_Type,RecordNumber,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. The ID should be unique to each submission (BSP Unique ID) and person (Local Patient ID) combination; it should be numeric. Record Number is derived during post-deadline processing only.",,,ZA & AH,SS
,3075,NHSE_Mental_Health,Master_MHS007_Disability_Type,MHS007UniqID,A unique row count for this table. This continues across reporting periods and across providers. This uniquely identifies a row of data within this table.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The ID should be unique to each submission and record combination within this table. This continues across reporting periods and across providers.",,,ZA & AH,SS
,3076,NHSE_Mental_Health,Master_MHS007_Disability_Type,OrgCodeProv,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,3077,NHSE_Mental_Health,Master_MHS007_Disability_Type,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3078,NHSE_Mental_Health,Master_MHS007_Disability_Type,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3079,NHSE_Mental_Health,Master_MHS007_Disability_Type,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3080,NHSE_Mental_Health,Master_MHS007_Disability_Type,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3081,NHSE_Mental_Health,Master_MHS007_Disability_Type,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3082,NHSE_Mental_Health,Master_MHS007_Disability_Type,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3083,NHSE_Mental_Health,Master_MHS007_Disability_Type,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3084,NHSE_Mental_Health,Master_MHS007_Disability_Type,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3085,NHSE_Mental_Health,Master_MHS007_Disability_Type,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
,3086,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,LocalPatientID,This is a number used to identify a PATIENT uniquely within a Health Care Provider. It may be different from the PATIENT's casenote number and may be assigned automatically by the computer system.,nvarchar(255),No,,LOCAL PATIENT IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/l/lo/local_patient_identifier_de.asp?shownav=1,ZA & AH,SS
,3087,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,MHCrisisPlanCreatDate,The date that a Mental Health Crisis Plan was created for a patient,date,No,,,,ZA & AH,SS
,3088,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,MHCrisisPlanLastUpdateDate,"The date that a Mental Health Crisis Plan was last updated for a patient

Where the Mental Health Crisis Plan has not otherwise been updated this will be the same as the Mental Health Crisis Plan Creation Date.",date,No,,,,ZA & AH,SS
,3089,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,RecordNumber,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. The ID should be unique to each submission (BSP Unique ID) and person (Local Patient ID) combination; it should be numeric. Record Number is derived during post-deadline processing only.",,,ZA & AH,SS
,3090,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,MHS008UniqID,A unique row count for this table. This continues across reporting periods and across providers. This uniquely identifies a row of data within this table.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The ID should be unique to each submission and record combination within this table. This continues across reporting periods and across providers.",,,ZA & AH,SS
,3091,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,OrgCodeProv,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,3092,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3093,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3094,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3095,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3096,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3097,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3098,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3099,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3100,NHSE_Mental_Health,Master_MHS008_MH_CrisisPlan,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
,3101,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,ServiceRequestID,"It would normally be automatically generated by the local system upon recording a new Referral, although could be manually assigned.",varchar(20),No,,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1,ZA & AH,SS
,3102,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,OtherReasonReferMH,The secondary presenting conditions or symptoms for which the patient was referred to a Mental Health Service.,varchar(2),No,,OTHER REASON FOR REFERRAL (MENTAL HEALTH),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/ori/other_reason_for_referral_(mental_health)_de.asp?shownav=1,ZA & AH,SS
,3103,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,RecordNumber,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. The ID should be unique to each submission (BSP Unique ID) and person (Local Patient ID) combination; it should be numeric. Record Number is derived during post-deadline processing only.",,,ZA & AH,SS
,3104,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,MHS103UniqID,A unique row count for this table. This continues across reporting periods and across providers. This uniquely identifies a row of data within this table.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The ID should be unique to each submission and record combination within this table. This continues across reporting periods and across providers.",,,ZA & AH,SS
,3105,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,OrgCodeProv,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,3106,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3107,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3108,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,UniqServReqID,To uniquely identify the referral,varchar(26),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from ORGANISATION CODE (Code Of Provider) + SERVICE REQUEST IDENTIFIER",,,ZA & AH,SS
,3109,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3110,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3111,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3112,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3113,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3114,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3115,NHSE_Mental_Health,Master_MHS103_OtherReasonReferral,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
,3116,NHSE_Mental_Health,Master_MHS105_OnwardReferral,ServiceRequestID,"It would normally be automatically generated by the local system upon recording a new Referral, although could be manually assigned.",varchar(20),No,,SERVICE REQUEST IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/s/ser/service_request_identifier_de.asp?shownav=1,ZA & AH,SS
,3117,NHSE_Mental_Health,Master_MHS105_OnwardReferral,OnwardReferDate,"The date the patient was referred to another service, which may be in the same or a different organisation.",date,No,,ONWARD REFERRAL DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/oc/onward_referral_date_de.asp?shownav=1,ZA & AH,SS
,3118,NHSE_Mental_Health,Master_MHS105_OnwardReferral,OnwardReferReason,"The reason why the person was referred to another service, which may be in the same or a different organisation.",varchar(2),No,,ONWARD REFERRAL REASON,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/oc/onward_referral_reason_de.asp?shownav=1,ZA & AH,SS
,3119,NHSE_Mental_Health,Master_MHS105_OnwardReferral,OrgCodeReceiving,ORGANISATION CODE (RECEIVING) is the ORGANISATION CODE of the ORGANISATION that is receiving the PATIENT from another Health Care Provider.,varchar(5),No,,ORGANISATION CODE (RECEIVING),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(receiving)_de.asp?shownav=1,ZA & AH,SS
,3120,NHSE_Mental_Health,Master_MHS105_OnwardReferral,RecordNumber,"This is a Unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number.",bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each flowed MHSDS record. The rows in the MHS001MPI and associated episode and event tables that make up a single MHSDS record are linked via the Record Number. The ID should be unique to each submission (BSP Unique ID) and person (Local Patient ID) combination; it should be numeric. Record Number is derived during post-deadline processing only.",,,ZA & AH,SS
,3121,NHSE_Mental_Health,Master_MHS105_OnwardReferral,MHS105UniqID,A unique row count for this table. This continues across reporting periods and across providers. This uniquely identifies a row of data within this table.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The ID should be unique to each submission and record combination within this table. This continues across reporting periods and across providers.",,,ZA & AH,SS
,3122,NHSE_Mental_Health,Master_MHS105_OnwardReferral,OrgCodeProv,This is the ORGANISATION CODE of the ORGANISATION acting as a Health Care Provider. Derived from submitted Header record within submission.,varchar(6),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from submitted Header record within submission.",ORGANISATION CODE (CODE OF PROVIDER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(code_of_provider)_de.asp?shownav=1,ZA & AH,SS
,3123,NHSE_Mental_Health,Master_MHS105_OnwardReferral,UniqMHSDSPersID,A nationally Unique ID for the patient in the MHSDS generated from an index held by the BSP.,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
This is a unique ID, which identifies each patient within the MHSDS data set. The ID should start at 1; it should never be repeated (it is unique across periods); it should be numeric; and increment by 1. There should be no gaps in the sequence between provider or period. The Unique MHSDS Person ID is derived by using the MHSDS Person logic.

This is a pathway identifier across period and provider. This is not 'person confidential data'. It does not directly identify the patient, it ensures that within the national data set only, all rows of data specific to an individual can be linked to each other.",,,ZA & AH,SS
,3124,NHSE_Mental_Health,Master_MHS105_OnwardReferral,BSPUniqID,A Unique ID applied when original data file was uploaded to the Bureau Service Portal (BSP).,bigint,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from lookup table that assigns an increasing incremental value to each of a providers submissions",,,ZA & AH,SS
,3125,NHSE_Mental_Health,Master_MHS105_OnwardReferral,UniqServReqID,To uniquely identify the referral,varchar(26),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
Derived from ORGANISATION CODE (Code Of Provider) + SERVICE REQUEST IDENTIFIER",,,ZA & AH,SS
,3126,NHSE_Mental_Health,Master_MHS105_OnwardReferral,Month_ID,"A unique number representing the monthly reporting period in which the referral was submitted, e.g. 1400 for February 2017.",int,Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3127,NHSE_Mental_Health,Master_MHS105_OnwardReferral,File_Type,An indication of whether the submitted file is a 'Primary' or 'Refresh' submission.,varchar(7),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
The returned value will be 'Primary' or 'Refresh' depending on the file type selected on submission.",,,ZA & AH,SS
,3128,NHSE_Mental_Health,Master_MHS105_OnwardReferral,IC_Use_Submission_Flag,"Prioritises the type of submission per provider and reporting period.   Where a refresh submission exists for the same provider and same reporting period, the refresh header record will be flagged.  Where there is only a primary record present that will be flagged.   Each provider has only one submission flagged per reporting period.",varchar(1),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR.
For each provider and reporting period combination, where at least one ‘Refresh’ and one ‘Primary’ submission exists, the ‘Refresh’ submission should be flagged as ‘Y’. If there is only one file type for the combination, then the latest record should be flagged as ‘Y’.",,,ZA & AH,SS
,3129,NHSE_Mental_Health,Master_MHS105_OnwardReferral,Month_Identifier,"The month number of the monthly reporting period in which the referral was submitted, e.g. M08 for November.",varchar(3),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3130,NHSE_Mental_Health,Master_MHS105_OnwardReferral,Month_Name,"The month of the monthly reporting period in which the referral was submitted, e.g. November.",varchar(15),Yes,"Derived as a part of NHS Digital's data processing, prior to importing to the NCDR. ",,,ZA & AH,SS
,3131,NHSE_Mental_Health,Master_MHS105_OnwardReferral,FinancialYear_Identifier,"Financial year of activity, e.g. 2016/17 etc.",varchar(8),Yes,"Derived according to the reporting period the activity took place in, i.e. a reporting period starting on 01-06-2016 and ending on 30-06-2016 would be 2016/17",,,ZA & AH,SS
,3132,NHSE_Mental_Health,Master_MHS105_OnwardReferral,DataType,An indication of whether the data held for a certain provider for a certain reporting period is current or historic.,varchar(4),Yes,"This field is populated during the NCDR load process. It marks each row within the table as either 'Current' or 'Historic'. I.e. when a record is first included, it is marked as 'Current', but when a refreshed version of the same record is included in the table, the old record is updated to be 'Historic' and the new record is marked as 'Current'.",,,ZA & AH,SS
,3133,NHSE_Mental_Health,Master_MHS202_CareActivity,CareActID,"The unique identifier for a CARE ACTIVITY.

It would normally be automatically generated by the local system upon recording a new activity, although could be manually assigned.",varchar(20),No,,CARE ACTIVITY IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/care/care_activity_identifier_de.asp,ZA & AH,SS
