,Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Technical check,Business check,RK 2
,744,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_6,"The 6th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_6, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,745,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_7,"The 7th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_7, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,746,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_8,"The 8th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_8, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,747,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_9,"The 9th additional procedure code following cleansing (removal of control characters, etc.).",varchar(5),Yes,"Cleansed version of Procedure_Code_9, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,764,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Count,Count of the number of Der_Primary_Procedure_Code and Der_Procedure_Code_[2-24] fields populated (i.e. not NULL) within the episode.,int,Yes,The total number of not null procedure fields (Der_Primary_Procedure_Code and Der_Secondary_Procedure_Code_[2-24]) for all episodes.,,,RK,SS,
,1099,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Procedure_Count,Count of the number of Der_Primary_Procedure_Code and Der_Procedure_Code_[2-24] fields populated (i.e. not NULL) within the underlying episode record(s).,int,Yes,The total number of not null procedure fields (Der_Primary_Procedure_Code and Der_Secondary_Procedure_Code_[2-24]) for all episodes comprising the spell.,,,RK,SS,
,688,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Provider_Code,"'Cleaned' provider code derived from the provider supplied value, formatted as 3 digits for NHS providers and 5 digits for IS / AWP providers i.e. 'RJE00' provider supplied value becomes 'RJE' - trailing '00' values removed.",varchar(5),Yes,"In most cases, shortens the Provider Code to 3 digits (excluding site code).  Where Provider Code starts with ‘N’ or ‘8’, the 5 character code is retained. If a provider submits provider codes such as RJE00, RJE01, RJE02 etc. in the Provider_Code field,  this field will store the value as RJE.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Y
,1088,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Provider_Code,"'Cleaned' provider code derived from the provider supplied value, formatted as 3 digits for NHS providers and 5 digits for IS / AWP providers i.e. 'RJE00' provider supplied value becomes 'RJE' - trailing '00' values removed.",varchar(5),Yes,"In most cases, shortens the Provider Code to 3 digits (excluding site code).  Where Provider Code starts with ‘N’ or ‘8’, the 5 character code is retained. If a provider submits provider codes such as RJE00, RJE01, RJE02 etc. in the Provider_Code field,  this field will store the value as RJE.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Y
,773,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Provider_Patient_Distance (Miles),"The distance, in miles, between the postcode of the patient's place of usual residence and the postcode of the Provider Site at which the healtcare activity took place.",float,Yes,"Takes the northings and eastings from the centre point of the postcode of the patient's usual place of residence and the postcode of the Provider Site where the healthcare activity took place (where provider site is not available, uses main site) and uses MS SQL functions to calculate the distance.  Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).",,,RK,SS,
,1119,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Provider_Patient_Distance (Miles),"The distance, in miles, between the postcode of the patient's place of usual residence and the postcode of the Provider Site at which the healtcare activity took place.",float,Yes,"Takes the northings and eastings from the centre point of the postcode of the patient's usual place of residence and the postcode of the Provider Site where the healthcare activity took place (where provider site is not available, uses main site) and uses MS SQL functions to calculate the distance.  Inputs the UK projection of 27700 to ensure accurate results (a map projection is a systematic transformation of the latitudes and longitudes of locations from the surface of a sphere or an ellipsoid into locations on a plane).",,,RK,SS,
,689,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Provider_Site_Code,"'Cleansed' provider site code derived from the provider supplied value/s, formatted to 5 digits for NHS / IS / AWP providers. Padded to 5 digits with '0' values for NHS providers where site cannot be derived (reference data also contains these unknown 'default' site values).",varchar(5),Yes,"Where the first 3 characters of Site_Code_of_Treatment and Provider_Code are the same, Site_Code_of_Treatment is used.  If Provider_Code is 5 characters long, then this is used, and if Provider_Code is shorter than 5 characters, this is padded with zeros to make the field 5 characters long.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Y
,1089,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Provider_Site_Code,"'Cleansed' provider site code derived from the provider supplied value/s, formatted to 5 digits for NHS / IS / AWP providers. Padded to 5 digits with '0' values for NHS providers where site cannot be derived (reference data also contains these unknown 'default' site values).",varchar(5),Yes,"Where the first 3 characters of Site_Code_of_Treatment and Provider_Code are the same, Site_Code_of_Treatment is used.  If Provider_Code is 5 characters long, then this is used, and if Provider_Code is shorter than 5 characters, this is padded with zeros to make the field 5 characters long.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Y
,769,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Pseudo_NHS_Number,Pseudonymised NHS Number value (12 digit numeric). Consistently applied within all 4 core datasets for cross linkage purposes.,bigint,Yes,Derived by Pseudonymising NHS number by applying Pseudonymisation algorithm.,,,RK,SS,
,1115,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Pseudo_NHS_Number,Pseudonymised NHS Number value (12 digit numeric). Consistently applied within all 4 core datasets for cross linkage purposes.,bigint,Yes,Derived by Pseudonymising NHS number by applying Pseudonymisation algorithm.,,,RK,SS,
,716,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_1,"The 1st additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_1, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,725,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_10,"The 10th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_10, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,726,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_11,"The 11th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_11, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,727,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_12,"The 12th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_12, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,728,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_13,"The 13th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_13, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,729,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_14,"The 14th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_14, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,730,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_15,"The 15th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_15, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,731,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_16,"The 16th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_16, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,732,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_17,"The 17th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_17, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,733,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_18,"The 18th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_18, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,734,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_19,"The 19th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_19, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,717,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_2,"The 2nd additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_2, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,735,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_20,"The 20th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_20, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,736,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_21,"The 21st additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_21, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,737,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_22,"The 22nd additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_22, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,738,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_23,"The 23rd additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_23, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,718,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_3,"The 3rd additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_3, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,719,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_4,"The 4th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_4, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,720,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_5,"The 5th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_5, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,721,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_6,"The 6th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_6, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,722,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_7,"The 7th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_7, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,723,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_8,"The 8th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_8, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,724,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_9,"The 9th additional Diagnosis code following cleansing (removal of control characters, etc.).",varchar(7),Yes,"Cleansed version of Secondary_Diagnosis_Code_9, i.e. all control characters are removed and the format of the code is validated.",,,RK,SS,
,699,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_CCP_Days,The sum total of the number of Critical Care days in the episode.,int,Yes,"A count of the total number of critical care days in the episode (populated only where the Der_PbR_ACC_Days, Der_PbR_PCC_Days and Der_PbR_NCC_Days fields are unpopulated).",,,RK,SS,
,701,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_Rehab_Days,A count of the total number of rehabilitation days in the episode.,int,Yes,"When the field 'Length Of Stay Adjustment (Rehabilitation)' is imported, where it is numeric, this figure is used.  Where it is not numeric, this field is left null.",,,RK,SS,
,700,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_SPC_Days,A count of the total number of specialist palliative care days in the episode.,int,Yes,"When the field 'Length Of Stay Adjustment (Specialist Palliative Care)' is imported, where it is numeric, this figure is used.  Where it is not numeric, this field is left null.",,,RK,SS,
,767,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Spell_ID,"The spell ID used in spell construction, over 98% of records use the SUS_PbR_Spell_ID.",varchar(50),Yes,"This field follows a hierarchy, where the first rule has not been met it applies the Der_Spell_ID according to the second rule, working through the list of rules until one is met. 1) Set as PBR_Spell_ID for all records where this is not null.
2) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these four fields are complete.
3) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Local_Patient_ID and Admission_Date separated by underscores (_) where these four fields are complete.
4) Set as a concatenation of Der_Provider_Code, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these three fields are complete.
5) Set as a concatenation of Der_Provider_Code, Local_Patient_ID and Admission_Date separated by underscores (_) where these three fields are complete.
6) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No and Admission_Date separated by underscores (_) where these three fields are complete.
7) Set as Generated_Record_ID where the field remains null to this point.",,,RK,SS,
,1008,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Spell_ID,"The spell ID used in spell construction, over 98% of records use the SUS_PbR_Spell_ID.",varchar(50),Yes,"This field follows a hierarchy, where the first rule has not been met it applies the Der_Spell_ID according to the second rule, working through the list of rules until one is met. 1) Set as PBR_Spell_ID for all records where this is not null.
2) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these four fields are complete.
3) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Local_Patient_ID and Admission_Date separated by underscores (_) where these four fields are complete.
4) Set as a concatenation of Der_Provider_Code, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these three fields are complete.
5) Set as a concatenation of Der_Provider_Code, Local_Patient_ID and Admission_Date separated by underscores (_) where these three fields are complete.
6) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No and Admission_Date separated by underscores (_) where these three fields are complete.
7) Set as Generated_Record_ID where the field remains null to this point.",,,RK,SS,
,768,NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Spell_ID_Type,The spell ID type used (over 98% of records use the SUS_PbR_Spell_ID).,varchar(100),Yes,"This field follows a hierarchy, where the first rule has not been met it applies the Der_Spell_ID according to the second rule, working through the list of rules until one is met. 1) Set as PBR_Spell_ID for all records where this is not null.
2) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these four fields are complete.
3) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Local_Patient_ID and Admission_Date separated by underscores (_) where these four fields are complete.
4) Set as a concatenation of Der_Provider_Code, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these three fields are complete.
5) Set as a concatenation of Der_Provider_Code, Local_Patient_ID and Admission_Date separated by underscores (_) where these three fields are complete.
6) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No and Admission_Date separated by underscores (_) where these three fields are complete.
7) Set as Generated_Record_ID where the field remains null to this point.",,,RK,SS,
,1009,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Spell_ID_Type,The spell ID type used (over 98% of records use the SUS_PbR_Spell_ID).,varchar(100),Yes,"This field follows a hierarchy, where the first rule has not been met it applies the Der_Spell_ID according to the second rule, working through the list of rules until one is met. 1) Set as PBR_Spell_ID for all records where this is not null.
2) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these four fields are complete.
3) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No, Local_Patient_ID and Admission_Date separated by underscores (_) where these four fields are complete.
4) Set as a concatenation of Der_Provider_Code, Der_Pseudo_NHS_Number and Admission_Date separated by underscores (_) where these three fields are complete.
5) Set as a concatenation of Der_Provider_Code, Local_Patient_ID and Admission_Date separated by underscores (_) where these three fields are complete.
6) Set as a concatenation of Der_Provider_Code, Hospital_Spell_No and Admission_Date separated by underscores (_) where these three fields are complete.
7) Set as Generated_Record_ID where the field remains null to this point.",,,RK,? The description of ID 768 says 'The spell ID type used (over 98% of records use the SUS_PbR_Spell_ID)'. Unsure whether this matters for consistency?,Y
,1096,NHSE_SEM_Live,tbl_Data_SEM_APCS,Der_Spell_LoS,"The spell length of stay, derived using the Admission_Date and the Discharge_Date fields.",int,Yes,"The difference, in days, between Admission_Date and Discharge_Date.",,,RK,SS,
,596,NHSE_SEM_Live,tbl_Data_SEM_APCE,Direct_Access_Referral_Ind,An indication of whether a PATIENT was referred to a Direct Access Service.,varchar(1),No,,DIRECT ACCESS REFERRAL INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/den/direct_access_referral_indicator_de.asp?shownav=1,RK,SS,
,541,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Date,DISCHARGE DATE (HOSPITAL PROVIDER SPELL) is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Discharge Date'.,date,No,,DISCHARGE DATE (HOSPITAL PROVIDER SPELL),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_date_(hospital_provider_spell)_de.asp?shownav=1?,RK,SS,
,1042,NHSE_SEM_Live,tbl_Data_SEM_APCS,Discharge_Date,DISCHARGE DATE (HOSPITAL PROVIDER SPELL) is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Discharge Date'.,datetime,No,,DISCHARGE DATE (HOSPITAL PROVIDER SPELL),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_date_(hospital_provider_spell)_de.asp?shownav=1?,RK,"? Data type should be date, as per DISCHARGE DATE (HOSPITAL PROVIDER SPELL) ID 541",DT issue
,536,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Destination,"The destination of a PATIENT on completion of a Hospital Provider Spell, or a note that the PATIENT died or was a still birth.",varchar(2),No,,DISCHARGE DESTINATION,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/disc/discharge_destination_de.asp?shownav=1,RK,SS,
,1038,NHSE_SEM_Live,tbl_Data_SEM_APCS,Discharge_Destination,"The destination of a PATIENT on completion of a Hospital Provider Spell, or a note that the PATIENT died or was a still birth.",varchar(2),No,,DISCHARGE DESTINATION,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/disc/discharge_destination_de.asp?shownav=1,RK,SS,
,537,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Method,The method of discharge from a Hospital Provider Spell.,varchar(1),No,,DISCHARGE METHOD,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/disc/discharge_method_de.asp?shownav=1,RK,SS,
,1039,NHSE_SEM_Live,tbl_Data_SEM_APCS,Discharge_Method,The method of discharge from a Hospital Provider Spell.,varchar(2),No,,DISCHARGE METHOD,http://www.datadictionary.nhs.uk/data_dictionary/attributes/d/disc/discharge_method_de.asp?shownav=1,RK,? Data type should be varchar(1) as per DISCHARGE METHOD ID 537 and suggested by the DD?,DT issue
,646,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Ready_Date,DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL) is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Discharge Ready Date' of the Hospital Provider Spell.,date,No,,DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_ready_date_(hospital_provider_spell)_de.asp?shownav=1,RK,SS,
,1062,NHSE_SEM_Live,tbl_Data_SEM_APCS,Discharge_Ready_Date,DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL) is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Discharge Ready Date' of the Hospital Provider Spell.,datetime,No,,DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL) ,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_ready_date_(hospital_provider_spell)_de.asp?shownav=1,RK,"? Data type should be date, as per DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL) ID 646?",DT issue
,542,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Time,DISCHARGE TIME (HOSPITAL PROVIDER SPELL) is the time a PATIENT was discharged from a Hospital Provider Spell.,varchar(8),No,,DISCHARGE TIME (HOSPITAL PROVIDER SPELL),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_time_(hospital_provider_spell)_de.asp?shownav=1?,RK,SS,
,543,NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_To_HaH_Service_Ind,An indication of whether a PATIENT was discharged from a Hospital Provider Spell to a Hospital At Home Service.,varchar(1),No,,DISCHARGED TO HOSPITAL AT HOME SERVICE INDICATOR,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharged_to_hospital_at_home_service_indicator_de.asp?shownav=1,RK,SS,
,607,NHSE_SEM_Live,tbl_Data_SEM_APCE,Dominant_Grouping_Variable_Procedure,"The National Schedule of Reference Costs, developed by the Department of Health, uses Healthcare Resource Groups (HRGs) as the basis for costing in-patient and day case services. Healthcare Resource Groups (HRGs) are derived from existing CDS data items using an algorithm and a software package developed by the NHS Information Authority (Casemix Programme).
HRG DOMINANT GROUPING VARIABLE-PROCEDURES (DGVP) is a field derived by the HRG Acute Inpatient Grouper. It represents the procedure that the HRG grouping algorithm has identified as having the greatest effect upon the resources consumed by a PATIENT. It is required for the production of the National Schedule of Reference Costs reports.",varchar(7),No,,HRG DOMINANT GROUPING VARIABLE-PROCEDURE,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/h/hrg_dominant_grouping_variable_h_procedure_de.asp?shownav=1,RK,SS,
,599,NHSE_SEM_Live,tbl_Data_SEM_APCE,Duration_of_Elective_Wait,DURATION OF ELECTIVE WAIT is a derived item that records the waiting time from the ORIGINAL DECIDED TO ADMIT DATE to the admission date at the provider where the treatment actually takes place.,varchar(6),No,,DURATION OF ELECTIVE WAIT,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/dr/duration_of_elective_wait_de.asp?shownav=1,RK,? DD suggests int (int(4) specifically),DT issue
,1057,NHSE_SEM_Live,tbl_Data_SEM_APCS,Duration_of_Elective_Wait,DURATION OF ELECTIVE WAIT is a derived item that records the waiting time from the ORIGINAL DECIDED TO ADMIT DATE to the admission date at the provider where the treatment actually takes place.,varchar(6),No,,DURATION OF ELECTIVE WAIT,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/dr/duration_of_elective_wait_de.asp?shownav=1,RK,? DD suggests int (int(4) specifically),DT issue
,682,NHSE_SEM_Live,tbl_Data_SEM_APCE,ED_District_Code,An Electoral Division is a GEOGRAPHIC AREA frequently referred to as Wards.,varchar(4),No,,Electoral Division,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/e/electoral_division_de.asp?shownav=1,RK,SS,
,1082,NHSE_SEM_Live,tbl_Data_SEM_APCS,ED_District_Code,An Electoral Division is a GEOGRAPHIC AREA frequently referred to as Wards.,varchar(4),No,,Electoral Division,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/e/electoral_division_de.asp?shownav=1,RK,SS,
,687,NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Area_1998,An Electoral Area is a GEOGRAPHIC AREA.,varchar(4),No,,,,RK,SS,
,1087,NHSE_SEM_Live,tbl_Data_SEM_APCS,Electoral_Area_1998,An Electoral Area is a GEOGRAPHIC AREA.,varchar(4),No,,,,RK,SS,
,683,NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Ward_Code,The Electoral Ward is derived from the GEOGRAPHIC AREA CODE of GEOGRAPHIC AREA where GEOGRAPHIC AREA TYPE is 'Electoral Ward'. ADDRESS IN GEOGRAPHIC AREA provides the relationship between ADDRESS and GEOGRAPHIC AREA.,varchar(4),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,"? Data type should be varchar(6) as per ELECTORAL WARD OF USUAL ADDRESS IDs 667 and 1072, and suggested by the DD?",DT issue
,1083,NHSE_SEM_Live,tbl_Data_SEM_APCS,Electoral_Ward_Code,The Electoral Ward is derived from the GEOGRAPHIC AREA CODE of GEOGRAPHIC AREA where GEOGRAPHIC AREA TYPE is 'Electoral Ward'. ADDRESS IN GEOGRAPHIC AREA provides the relationship between ADDRESS and GEOGRAPHIC AREA.,varchar(4),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,"? Data type should be varchar(6) as per ELECTORAL WARD OF USUAL ADDRESS IDs 667 and 1072, and suggested by the DD?",DT issue
,667,NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Ward_from_Postcode_SUS,The Electoral Ward of the ADDRESS nominated by the PATIENT with ADDRESS ASSOCIATION TYPE 'Main Permanent Residence' or 'Other Permanent Residence'. Derived by NHS Digital prior to import to the NCDR.,varchar(6),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,SS,
,1072,NHSE_SEM_Live,tbl_Data_SEM_APCS,Electoral_Ward_from_Postcode_SUS,The Electoral Ward of the ADDRESS nominated by the PATIENT with ADDRESS ASSOCIATION TYPE 'Main Permanent Residence' or 'Other Permanent Residence'. Derived by NHS Digital prior to import to the NCDR.,varchar(6),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,SS,
,552,NHSE_SEM_Live,tbl_Data_SEM_APCE,Episode_End_Date,END DATE (EPISODE) is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'End Date' of an Episode.,date,No,,END DATE (EPISODE),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/e/en/end_date_(episode)_de.asp?shownav=1,RK,SS,
