Definition ID,Database,Table,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Technical check,Business check,RK 2
904,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_10,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
905,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_11,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
906,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_12,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
907,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_13,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
908,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_14,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
909,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_15,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
910,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_16,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
911,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_17,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
912,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_18,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
913,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_19,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
914,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_20,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
915,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_21,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
916,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_22,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
917,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_23,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
918,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_24,ACCIDENT AND EMERGENCY TREATMENT - SECOND is the second or subsequent recorded CLINICAL INTERVENTION for an Accident and Emergency Attendance.,varchar(7),No,,ACCIDENT AND EMERGENCY TREATMENT - SECOND,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/accident_and_emergency_treatment_-_second_de.asp?shownav=1?,RK,? DD suggests varchar(6),DT issue
919,NHSE_SEM_Live,tbl_Data_SEM_AEA,HRG_Code,"Developed by the National Casemix Office, Healthcare Resource Groups (HRGs) are standard groupings of clinically similar treatments which use common levels of healthcare resource.",varchar(5),No,"Please see NHS Digital's documentation for full details:
http://content.digital.nhs.uk/hrg",Healthcare Resource Groups,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/h/healthcare_resource_group_de.asp?shownav=1,RK,SS,
920,NHSE_SEM_Live,tbl_Data_SEM_AEA,HRG_Version_No,The HRG version used for the record.,varchar(3),No,,,,RK,SS,
921,NHSE_SEM_Live,tbl_Data_SEM_AEA,Procedure_Scheme_In_Use,The type of CODED CLINICAL ENTRY used for the CLINICAL INTERVENTION.,varchar(2),No,,PROCEDURE SCHEME IN USE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/p/prio/procedure_scheme_in_use_de.asp?shownav=1,RK,SS,
922,NHSE_SEM_Live,tbl_Data_SEM_AEA,Dominant_Grouping_Variable_Procedure,"The National Schedule of Reference Costs, developed by the Department of Health, uses Healthcare Resource Groups (HRGs) as the basis for costing in-patient and day case services. Healthcare Resource Groups (HRGs) are derived from existing CDS data items using an algorithm and a software package developed by the NHS Information Authority (Casemix Programme).
HRG DOMINANT GROUPING VARIABLE-PROCEDURES (DGVP) is a field derived by the HRG Acute Inpatient Grouper. It represents the procedure that the HRG grouping algorithm has identified as having the greatest effect upon the resources consumed by a PATIENT. It is required for the production of the National Schedule of Reference Costs reports.
Derived by NHS Digital prior to import to the NCDR.",varchar(7),No,,HRG DOMINANT GROUPING VARIABLE-PROCEDURE,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/h/hrg_dominant_grouping_variable_h_procedure_de.asp?shownav=1,RK,? Is this derived by NHS Digital prior to import to the NCDR?,Added clarification
923,NHSE_SEM_Live,tbl_Data_SEM_AEA,FCE_HRG,The Emergency Medicine HRG assigned to the Finished Consultant Episode.,varchar(5),Yes,"The record is run through the HRG grouper for the relevant year, and the FCE_HRG is taken from the output table.",,,RK,SS,
924,NHSE_SEM_Live,tbl_Data_SEM_AEA,Spell_Core_HRG_Version_No,The version number of the HRG grouper used to generate the Core HRG.,varchar(3),No,,,,RK,SS,
925,NHSE_SEM_Live,tbl_Data_SEM_AEA,PBR_Generated_Core_HRG_for_Information,The Core HRG as generated by NHS Digital prior to import to the NCDR.,varchar(5),No,,,,RK,SS,
926,NHSE_SEM_Live,tbl_Data_SEM_AEA,PBR_Generated_Core_HRG_Version_for_Information,The HRG Grouper version used by NHS Digital to generate the Core HRG prior to import to the NCDR.,varchar(3),No,,,,RK,SS,
927,NHSE_SEM_Live,tbl_Data_SEM_AEA,Unique_Booking_Reference_Number_Converted,The unique booking reference number assigned by the Choose and Book system when a PATIENT accepts an APPOINTMENT DATE OFFERED of an APPOINTMENT OFFER where the offer was made via the Choose and Book system.,varchar(15),No,,UNIQUE BOOKING REFERENCE NUMBER (CONVERTED),http://www.datadictionary.nhs.uk/data_dictionary/attributes/u/unique_booking_reference_number_(converted)_de.asp?shownav=1,RK,? Data type should be int (int(12)) as suggested by the DD?,DT issue
928,NHSE_SEM_Live,tbl_Data_SEM_AEA,Patient_Pathway_ID,"An identifier, which together with the ORGANISATION CODE / ORGANISATION IDENTIFIER of the issuer, uniquely identifies a PATIENT PATHWAY.",varchar(26),No,,PATIENT PATHWAY IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/attributes/p/pati/patient_pathway_identifier_de.asp?shownav=1,RK,? DD suggests varchar(20),DT issue
929,NHSE_SEM_Live,tbl_Data_SEM_AEA,Org_Code_Patient_Pathway_ID_Issuer,ORGANISATION CODE (PATIENT PATHWAY IDENTIFIER ISSUER) is the ORGANISATION CODE of the Organisation issuing the PATIENT PATHWAY IDENTIFIER.,varchar(5),No,,ORGANISATION CODE (PATIENT PATHWAY IDENTIFIER ISSUER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(patient_pathway_identifier_issuer)_de.asp?shownav=1,RK,SS,
930,NHSE_SEM_Live,tbl_Data_SEM_AEA,RTT_Period_Status,The status of an ACTIVITY (or anticipated ACTIVITY) for the REFERRAL TO TREATMENT PERIOD decided by the lead CARE PROFESSIONAL.,varchar(2),No,,"REFERRAL TO TREATMENT PERIOD STATUS

",http://www.datadictionary.nhs.uk/data_dictionary/attributes/r/red/referral_to_treatment_period_status_de.asp,RK,SS,
931,NHSE_SEM_Live,tbl_Data_SEM_AEA,RTT_Period_Start_Date,The start date of a REFERRAL TO TREATMENT PERIOD.,datetime,No,,REFERRAL TO TREATMENT PERIOD START DATE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/r/red/referral_to_treatment_period_start_date_de.asp?shownav=1,RK,? Data type should be date?,DT issue
932,NHSE_SEM_Live,tbl_Data_SEM_AEA,RTT_Period_End_Date,The end date of a REFERRAL TO TREATMENT PERIOD.,datetime,No,,REFERRAL TO TREATMENT PERIOD END DATE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/r/red/referral_to_treatment_period_end_date_de.asp?shownav=1,RK,? Data type should be date?,DT issue
933,NHSE_SEM_Live,tbl_Data_SEM_AEA,Lead_Care_Activity_Indicator,Not currently completed in the NCDR.,varchar(2),No,,,,RK,SS,
934,NHSE_SEM_Live,tbl_Data_SEM_AEA,Age_at_CDS_Activity_Date,AGE AT CDS ACTIVITY DATE is derived as the number of completed years between the PERSON BIRTH DATE of the PATIENT and the CDS ACTIVITY DATE.,int,No,,AGE AT CDS ACTIVITY DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/age_at_cds_activity_date_de.asp?shownav=1?,RK,SS,
935,NHSE_SEM_Live,tbl_Data_SEM_AEA,Service_Agreement_Change_Date,The date of a change to a SERVICE PROVIDED UNDER AGREEMENT.,datetime,No,,NHS SERVICE AGREEMENT CHANGE DATE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/n/nhs/nhs_service_agreement_change_date_de.asp?shownav=1,RK,? Data type should be date?,DT issue
936,NHSE_SEM_Live,tbl_Data_SEM_AEA,CDS_Activity_Date,"For Commissioning data, every CDS Type has a ""CDS Originating Date"" contained within the Commissioning Data Set data that must be used to populate the CDS ACTIVITY DATE. In this case, it is ARRIVAL DATE, ARRIVAL TIME AT ACCIDENT AND EMERGENCY DEPARTMENT.",datetime,No,,CDS ACTIVITY DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_activity_date_de.asp?shownav=1,RK,? Data type should be date?,DT issue
937,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Department_Type,The type of Accident and Emergency Department according to the ACTIVITY performed.,varchar(2),No,,ACCIDENT AND EMERGENCY DEPARTMENT TYPE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/a/acc/accident_and_emergency_department_type_de.asp?shownav=1,RK,SS,
938,NHSE_SEM_Live,tbl_Data_SEM_AEA,XML_Version,reflects the version number of the CDS XML Schema in use. Message version numbers are updated as required during the on-going message development processes.,varchar(6),No,,CDS MESSAGE VERSION NUMBER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cd/cds_message_version_number_de.asp?shownav=1,RK,? DD suggests varchar(8),DT issue
939,NHSE_SEM_Live,tbl_Data_SEM_AEA,Confidentiality_Category_SUS,"Indicates how confidential a record is, can be null (not marked as confidential), '2' (Extremely sensitive - all personal confidential data items will be null), '3' (Sensitive - if personal confidential data is supplied by provider it is pseudonymised by NHS Digital) or '4' (Other sensitive - all personal confidential data will be set to null by NHS Digital).  Derived by NHS Digital prior to import to the NCDR.",varchar(1),No,,,,RK,SS,
940,NHSE_SEM_Live,tbl_Data_SEM_AEA,RTT_Length_SUS,The Referral to Treatment length as derived by NHS Digital prior to importing to the NCDR.,varchar(3),No,,,,RK,SS,
941,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Assessment_Wait_Time,The length of time the patient waited for an assessment.  N.B. currently not completed in the NCDR.,varchar(8),No,,,,RK,SS,
942,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Conclusion_Wait_Time,Not currently completed in the NCDR.,varchar(8),No,,,,RK,SS,
943,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Duration,Not currently completed in the NCDR.,varchar(8),No,,,,RK,SS,
944,NHSE_SEM_Live,tbl_Data_SEM_AEA,AEA_Treatment_Wait,Not currently completed in the NCDR.,varchar(8),No,,,,RK,SS,
945,NHSE_SEM_Live,tbl_Data_SEM_AEA,Age_Range_SUS,The age range of the patient derived from the date of birth. Derived by NHS Digital prior to import to the NCDR.,varchar(3),No,,,,RK,SS,
946,NHSE_SEM_Live,tbl_Data_SEM_AEA,Area_Code_SUS,Area code of the postcode of place of usual residence of the patient.  Derived by NHS Digital prior to importing to the NCDR.,varchar(4),No,,,,RK,SS,
947,NHSE_SEM_Live,tbl_Data_SEM_AEA,CDS_Group,"Derived prior to import to the NCDR. '1' means Admitted Patient Care, '2' means Elective Admission List, '3' means Attendance and '4' means A&E.  This table will always show only '4'.",varchar(1),No,,,,RK,SS,
948,NHSE_SEM_Live,tbl_Data_SEM_AEA,Finished_Indicator,Indicates if the Attendance has been finished or not. Derived by SUS prior to importing to the NCDR. '1' means finished and null means unfinished.,varchar(1),No,,,,RK,SS,
949,NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_Derived_from_GP_SUS,Primary Care Trust in which the GP Practice is based. Derived by NHS Digital prior to import to the NCDR.,varchar(3),No,,Primary Care Trust,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/p/primary_care_trust_de.asp?shownav=1,RK,"? Hard to check against DD as item is closed, but APC has Primary Care Trust as varchar(5)",DT issue
950,NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_Type_Derived_from_GP_SUS,"The PRIMARY CARE TRUST is responsible for a population which comprises: those persons registered with GPs whose practices are within the PRIMARY CARE TRUST, irrespective of whether they reside within the boundary of the PRIMARY CARE TRUST, plus those persons who are not registered with any GP but who reside in the PRIMARY CARE TRUST's geographic area.",varchar(3),No,,ORGANISATION CODE (RESPONSIBLE PCT),http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/o/org/organisation_code__o_responsible_pct_c__de.asp?shownav=1,RK,? DD suggests varchar(5),DT issue
951,NHSE_SEM_Live,tbl_Data_SEM_AEA,GP_Practice_SUS,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION) is the ORGANISATION CODE of the GP Practice that the PATIENT is registered with derived by NHS Digital prior to import to the NCDR.,varchar(6),No,,GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/g/general_medical_practice_code_(patient_registration)_de.asp?shownav=1,RK,SS,
952,NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_Derived_from_SUS_GP_Practice,"The PRIMARY CARE TRUST is responsible for a population which comprises: those persons registered with GPs whose practices are within the PRIMARY CARE TRUST, irrespective of whether they reside within the boundary of the PRIMARY CARE TRUST, plus those persons who are not registered with any GP but who reside in the PRIMARY CARE TRUST's geographic area.",varchar(3),No,,ORGANISATION CODE (RESPONSIBLE PCT),http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/o/org/organisation_code__o_responsible_pct_c__de.asp?shownav=1,RK,? DD suggests varchar(5),DT issue
953,NHSE_SEM_Live,tbl_Data_SEM_AEA,SHA_from_GP_Practice_SUS,"The Strategic Health Authority in which the GENERAL MEDICAL PRACTICE CODE (PATIENT REGISTRATION) is based.
All Strategic Health Authorities closed 31 March 2013
Strategic Health Authority's responsibilities have been taken over by other Organisations.
A Strategic Health Authority is an NHS ORGANISATION established to lead the strategic development of the local health service and manage Primary Care Trusts and NHS Trusts on the basis of local accountability agreements.
Derived by BHS Digital prior to import to the NCDR.",varchar(3),No,,Strategic Health Authority,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/s/strategic_health_authority_de.asp?shownav=1,RK,SS,
954,NHSE_SEM_Live,tbl_Data_SEM_AEA,SHA_Type_from_GP_Practice_SUS,"Defines the coding schema used for strategic health authority. 'P' means PDS, 'S' means 'SUS'.",varchar(3),No,,,,RK,SS,
955,NHSE_SEM_Live,tbl_Data_SEM_AEA,Month_of_Birth,"The month that the PATIENT was born in, e.g. if the PATIENT was born in March, Month_of_Birth would be '3'.",varchar(2),No,,,,RK,SS,
956,NHSE_SEM_Live,tbl_Data_SEM_AEA,Electoral_Ward_from_postcode,The Electoral Ward of the ADDRESS nominated by the PATIENT with ADDRESS ASSOCIATION TYPE 'Main Permanent Residence' or 'Other Permanent Residence'.,varchar(4),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
957,NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_from_Postcode_SUS,"The ORGANISATION CODE derived from the PATIENT's POSTCODE OF USUAL ADDRESS, where they reside within the boundary of a PRIMARY CARE TRUST.",varchar(3),No,,ORGANISATION CODE (RESIDENCE RESPONSIBILITY),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/o/org/organisation_code_(residence_responsibility)_de.asp?shownav=1,RK,SS,
958,NHSE_SEM_Live,tbl_Data_SEM_AEA,PCT_Type_from_Postcode_SUS,The type of PCT derived from the postcode of the patient. Derived by NHS Digital prior to import to the NCDR.,varchar(3),No,,,,RK,SS,
959,NHSE_SEM_Live,tbl_Data_SEM_AEA,SHA_from_Postcode_SUS,"The ORGANISATION CODE derived from the PATIENT's POSTCODE OF USUAL ADDRESS, where they reside within the boundary of a Strategic Health Authority (SHA).
All Strategic Health Authorities closed 31 March 2013
Strategic Health Authority's responsibilities have been taken over by other Organisations.
A Strategic Health Authority is an NHS ORGANISATION established to lead the strategic development of the local health service and manage Primary Care Trusts and NHS Trusts on the basis of local accountability agreements.
Derived by NHS Digital prior to import to the NCDR.",varchar(3),No,,Strategic Health Authority,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/s/strategic_health_authority_de.asp?shownav=1,RK,SS,
960,NHSE_SEM_Live,tbl_Data_SEM_AEA,SHA_Type_from_Postcode_SUS,"Defines the coding schema used for strategic health authority. 'P' means PDS, 'S' means 'SUS'.",varchar(3),No,,,,RK,SS,
961,NHSE_SEM_Live,tbl_Data_SEM_AEA,Area_code_from_Provider_Postcode_SUS,Area code of the postcode of the provider.  Derived by NHS Digital prior to importing to the NCDR.,varchar(4),No,,,,RK,SS,
962,NHSE_SEM_Live,tbl_Data_SEM_AEA,Age_at_End_of_Episode,Not currently completed in the NCDR.,varchar(3),No,,,,RK,? Would age be int?,DT issue
963,NHSE_SEM_Live,tbl_Data_SEM_AEA,Age_at_Start_of_Episode,The age of the patient at the date of the start of the episode.,varchar(3),No,,,,RK,? Would age be int?,DT issue
964,NHSE_SEM_Live,tbl_Data_SEM_AEA,Year_of_Birth,"The year in which the patient was born, as derived by NHS Digital prior to import to the NCDR.",varchar(4),No,,,,RK,SS,
965,NHSE_SEM_Live,tbl_Data_SEM_AEA,Census_Area_2001_SUS,"The 2001 census output areas, built from unit postcodes and constrained to the 2003 statistical wards, which will form the building blocks for defining higher level geographies in the future. A pseudo code is included for the Channel Islands and the Isle of Man.  Derived by NHS Digital prior to import to the NCDR.",varchar(4),No,,,,RK,SS,
966,NHSE_SEM_Live,tbl_Data_SEM_AEA,Country,A unique code representing a COUNTRY.,varchar(50),No,,COUNTRY CODE,http://www.datadictionary.nhs.uk/data_dictionary/attributes/c/cou/country_code_de.asp?shownav=1,RK,? DD suggests that ISO 3166-1 standard should be used for COUNTRY CODE which is varchar(3),DT issue
967,NHSE_SEM_Live,tbl_Data_SEM_AEA,County_Code,A County is a GEOGRAPHIC AREA.,varchar(2),Yes,Joins to the ODS postcode reference table on Patient Postcode and takes the county code.,County,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/c/county_de.asp?shownav=1?,RK,SS,
968,NHSE_SEM_Live,tbl_Data_SEM_AEA,Census_ED_1991,The code for the 1991 Census Enumeration District (ED).,varchar(4),No,,Enumeration District,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/e/enumeration_district_de.asp?shownav=1,RK,SS,
969,NHSE_SEM_Live,tbl_Data_SEM_AEA,ED_District_Code,An Electoral Division is a GEOGRAPHIC AREA frequently referred to as Wards.,varchar(4),No,,Electoral Division,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/e/electoral_division_de.asp?shownav=1,RK,SS,
970,NHSE_SEM_Live,tbl_Data_SEM_AEA,Electoral_Ward_Code,The Electoral Ward is derived from the GEOGRAPHIC AREA CODE of GEOGRAPHIC AREA where GEOGRAPHIC AREA TYPE is 'Electoral Ward'. ADDRESS IN GEOGRAPHIC AREA provides the relationship between ADDRESS and GEOGRAPHIC AREA.,varchar(4),No,,ELECTORAL WARD OF USUAL ADDRESS,http://www.datadictionary.nhs.uk/version2/data_dictionary/data_field_notes/e/electoral_ward_of_usual_address_de.asp?shownav=1,RK,? DD suggests varchar(6),DT issue
971,NHSE_SEM_Live,tbl_Data_SEM_AEA,GOR_Code,"Government offices for the Regions were built up of complete unitary authorities.  Have now been closed, as of 31st March 2011.",varchar(1),No,,,,RK,SS,
972,NHSE_SEM_Live,tbl_Data_SEM_AEA,Local_Unitary_Authority,"A Unitary Authority (UA) is a GEOGRAPHIC AREA.
For further information on Unitary Authorities, see the Office for National Statistics website at https://www.ons.gov.uk/census/2001censusandearlier/glossary/ou.",varchar(2),No,,UNITARY AUTHORITY,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/u/unitary_authority_de.asp?shownav=1,RK,SS,
973,NHSE_SEM_Live,tbl_Data_SEM_AEA,Old_SHA_Code,"All Strategic Health Authorities closed 31 March 2013.
Strategic Health Authority's responsibilities have been taken over by other Organisations.
A Strategic Health Authority is an NHS ORGANISATION established to lead the strategic development of the local health service and manage Primary Care Trusts and NHS Trusts on the basis of local accountability agreements.",varchar(3),No,,Strategic Health Authority,http://www.datadictionary.nhs.uk/data_dictionary/nhs_business_definitions/s/strategic_health_authority_de.asp?shownav=1,RK,SS,
974,NHSE_SEM_Live,tbl_Data_SEM_AEA,Electoral_Area_1998,An Electoral Area is a GEOGRAPHIC AREA.,varchar(4),No,,,,RK,SS,
975,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Provider_Code,"'Cleaned' provider code derived from the provider supplied value, formatted as 3 digits for NHS providers and 5 digits for IS / AWP providers i.e. 'RJE00' provider supplied value becomes 'RJE' - trailing '00' values removed.",varchar(5),Yes,"In most cases, shortens the Provider Code to 3 digits (excluding site code).  Where Provider Code starts with ?N? or ?8?, the 5 character code is retained. If a provider submits provider codes such as RJE00, RJE01, RJE02 etc. in the Provider_Code field,  this field will store the value as RJE.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Yes
976,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Provider_Site_Code,"'Cleansed' provider site code derived from the provider supplied value/s, formatted to 5 digits for NHS / IS / AWP providers. Padded to 5 digits with '0' values for NHS providers where site cannot be derived (reference data also contains these unknown 'default' site values).",varchar(5),Yes,"Where the first 3 characters of Site_Code_of_Treatment and Provider_Code are the same, Site_Code_of_Treatment is used.  If Provider_Code is 5 characters long, then this is used, and if Provider_Code is shorter than 5 characters, this is padded with zeros to make the field 5 characters long.",,,RK,? For info: added '' to start of description as Excel looses the ' before text.,Yes
977,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Commissioner_Code,"'Cleansed' commissioner code derived from the provider supplied value, formatted as 3 except where provider supplied value begins with 'Y' (old SCG codes), when the first 5 characters are retained..",varchar(5),Yes,"When Commissioner_Code starts with 'Y' then the  first 5 characters of Commissioner_Code are taken, otherwise the first three characters are taken.",,,RK,SS,
978,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Age_At_CDS_Activity_Date,Derived age based on Date_of_Birth and Arrival_Date fields.,int,Yes,Calculated using the patient's date of birth and the Arrival Date.,,,RK,SS,
979,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Activity_Month,Derived activity month value based on Arrival_Date field in the format YYYYMM.,varchar(6),Yes,Takes the year and month values from the Arrival_Date.,,,RK,SS,
980,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Financial_Year,Derived financial year value based on Arrival_Date field in the format YYYY/YY.,varchar(7),Yes,The financial year that the Arrival_Date occurred in.,,,RK,SS,
981,NHSE_SEM_Live,tbl_Data_SEM_AEA,Der_Number_Diagnosis,Count of the number of 'AEA_Diagnosis_[01-24] fields populated (i.e. not NULL) within the record.,int,Yes,Count of the total number of completed AEA_Diagnosis_[01-24] fields for the attendance.,,,RK,SS,
