Definition ID,Database,Table,Schema,Data Item,Description,Data type,Is_Derived_Item,Derivation_Methodology,Data Dictionary Name,Data Dictionary Links,Checked,Business check,RK 2
1626,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,NCBPST_NPoC,The dominant national programme of care service code for the attendance.,varchar(4),Yes,"An output table of the PSS Tool is looked at, and the 'NPOC' field from that table is used here.",,,RK,AP,
1689,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,NCBPST_NPoC,The dominant national programme of care service code for the attendance.,varchar(4),Yes,"An output table of the PSS Tool is looked at, and the 'NPOC' field from that table is used here.",,,RK,AP,
1756,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBLocal_NPoC,"The local NPoC for the attendance, including values derived from the service line submitted by the provider for Provider Supplied flagged activity.",varchar(4),Yes,"Where this is not complete, concatenates NPoC_Category from the three NPoC tables used in processing where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
Also adds this concatenation of fields where NCBLocal_RuleApplied contains '|Provider Submitted' and NCBLocal_ServiceLine is not complete.
When NCBLocal_Flag is completed set as 'B03' where Attend_Core_HRG is 'SB97Z' and 'B01' where Attend_Core_HRG is 'SC97Z'.",,,RK,AP,
1595,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,NCBPST_ServiceLine,The dominant service line for the attendance.,varchar(8),Yes,"An output table of the PSS Tool is looked at, and the 'ServiceLine' field from that table is used here.",,,RK,AP,
1625,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,NCBPST_ServiceLine,The dominant service line for the attendance.,varchar(8),Yes,"An output table of the PSS Tool is looked at, and the 'ServiceLine' field from that table is used here.",,,RK,AP,
1688,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,NCBPST_ServiceLine,The dominant service line for the attendance.,varchar(8),Yes,"An output table of the PSS Tool is looked at, and the 'ServiceLine' field from that table is used here.",,,RK,AP,
1757,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBLocal_RuleApplied,Concatenated string indicating the local rule/s applied to identify direct commissioning activity.,varchar(250),Yes,"When NCBLocal_RuleApplied is null then set as '|Provider Submitted', if it is complete it is a concatenation of NCBLocal_RuleApplied and ?|Provider Submitted' where NCBLocal_Flag is complete and the first three characters of Commissioner_Code are a Commissioning Hub Code, a Local Area Team Code (that isn't 'Q99'), 'X24' or 'XMD'.
All the following rules are only applied where NCBLocal_Flag is complete.
When Attend_Core_HRG is ?SB97Z? or ?SC97Z? then add '|Unbundled Chemo/Radio' to the field.
When Treatment_Function_Code is '140', '141', '142', '143', '144', '217' or '450' or Agreement_Line_Number, Commissioner_Reference_No or Provider_Reference_No contains ?Dental?then add '|Secondary Dental' to the field.
When GP_Practice_Type_NCB is ?Military?, ?|Military Personnel (Practice)' is added; where GP_Practice_Name contains ?RRU? then '|Military Personnel (Practice - RRU)' is added instead.
When Der_Record_Type is ?Hist?, GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', GP_Practice_Type_NCB is not ?Non_NCB? and the first three characters of Commissioner_Code are ?XMD? then add '|Military Personnel (XMD)'.
When Der_Record_Type is ?Hist?,  GP_Practice_SUS is anything but 'T1430', 'V81997', 'V81998' or 'V81999', and GP_Practice_Type_NCB is 'Offender' then add '|Offender Health (Practice)'.
When the patient?s postcode is that of a prison, and has Postcode_Type ?Unique? then add '|Offender Health (Postcode)'.",,,RK,AP,can run through together
1291,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,NCBPST_Spell_Currency,"Indicates whether the currency to be used for the activity is 'spell', as defined by the 2013/14 Prescribed Specialised Services Identification Tool.",int,Yes,"When the overall spell is classed as specialised then '1' is applied; where an episode within the spell is specialised but the spell as a whole is not, then a '0' is applied, and if there are no specialised service provided in the entire spell, then left null.  All specialised classification is derived using the PSS tool of the relevant year.",,,RK,AP,
1380,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,NCBPST_Spell_Currency,"Indicates whether the currency to be used for the activity is 'spell', as defined by the 2013/14 Prescribed Specialised Services Identification Tool.",int,Yes,"When the overall spell is classed as specialised then '1' is applied; where an episode within the spell is specialised but the spell as a whole is not, then a '0' is applied, and if there are no specialised service provided in the entire spell, then left null.  All specialised classification is derived using the PSS tool of the relevant year.",,,RK,AP,
1474,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,NCBPST_Spell_Currency,"Indicates whether the currency to be used for the activity is 'spell', as defined by the 2014/15 Prescribed Specialised Services Identification Tool.",int,Yes,"When the overall spell is classed as specialised then '1' is applied; where an episode within the spell is specialised but the spell as a whole is not, then a '0' is applied, and if there are no specialised service provided in the entire spell, then left null.  All specialised classification is derived using the PSS tool of the relevant year.",,,RK,AP,
1529,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,Spell_Secondary_Diagnosis,The first secondary diagnosis for the spell as produced by the 2016/17 Local Payment HRG Grouper.,varchar(6),Yes,"For further details, please see the NHS Digital published information about the HRG Grouper at: http://content.digital.nhs.uk/article/7052/HRG4-201617-Payment-Grouper",,,RK,AP,
1292,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,NCBPST_Spell_ErrorMessage,Error messages as produced by the 2013/14 Prescribed Specialised Services Identification Tool (based on all underlying episode records).,varchar(2500),Yes,"Shows the first 2,500 characters of any error messages that are produced when passing the data throught the PSS tool.",,,RK,AP,
1381,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,NCBPST_Spell_ErrorMessage,Error messages as produced by the 2013/14 Prescribed Specialised Services Identification Tool (based on all underlying episode records).,varchar(2500),Yes,"Shows the first 2,500 characters of any error messages that are produced when passing the data throught the PSS tool.",,,RK,AP,
1475,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,NCBPST_Spell_ErrorMessage,Error messages as produced by the 2014/15 Prescribed Specialised Services Identification Tool (based on all underlying episode records).,varchar(2500),Yes,"Shows the first 2,500 characters of any error messages that are produced when passing the data throught the PSS tool.",,,RK,AP,
1530,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,Spell_SSC_Key,Concatenated string of all of the specialised services code(s) for the spell as produced by the 2016/17 Local Payment HRG Grouper.,varchar(50),Yes,"A concatenation of all SpellSSC[1-7] fields in the output of the HRG Grouper.  For further details, please see the NHS Digital published information about the HRG Grouper at: http://content.digital.nhs.uk/article/7052/HRG4-201617-Payment-Grouper",,,RK,AP,
1288,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,NCBPST_Spell_Flag,Indicates whether the 'spell' has been identified as specialised activity as produced by the 2013/14 Prescribed Specialised Services Identification Tool.,int,Yes,"Set as '1' when either the SpellServiceLine for the spell is complete, or the ServiceLine for an episode is complete, otherwise set as '0'. Derived using the PSS tool.",,,RK,AP,
1377,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,NCBPST_Spell_Flag,Indicates whether the 'spell' has been identified as specialised activity as produced by the 2013/14 Prescribed Specialised Services Identification Tool.,int,Yes,"Set as '1' when either the SpellServiceLine for the spell is complete, or the ServiceLine for an episode is complete, otherwise set as '0'. Derived using the PSS tool.",,,RK,AP,
1471,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,NCBPST_Spell_Flag,Indicates whether the 'spell' has been identified as specialised activity as produced by the 2014/15 Prescribed Specialised Services Identification Tool.,int,Yes,"Set as '1' when either the SpellServiceLine for the spell is complete, or the ServiceLine for an episode is complete, otherwise set as '0'. Derived using the PSS tool.",,,RK,AP,
1531,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,Spell_BP_Key,Concatenated string of all of the best practice tariff code(s) for the spell as produced by the 2016/17 Local Payment HRG Grouper.,varchar(50),Yes,"A concatenation of all Best Practice tariff codes for the spell, as derived by the appropriate HRG Grouper.",,,RK,AP,agree
1290,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,NCBPST_Spell_NPoC,The dominant national programme of care service code for the spell.,varchar(4),Yes,"Displays the NPoC for the spell where available.  If there is no NPoC for the spell, then the NPoC from an episode within the spell is used, if there is no NPoC  for any episodes within the spell either (according to the PSS tool), it is left null.",,,RK,AP,
1379,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,NCBPST_Spell_NPoC,The dominant national programme of care service code for the spell.,varchar(4),Yes,"Displays the NPoC for the spell where available.  If there is no NPoC for the spell, then the NPoC from an episode within the spell is used, if there is no NPoC  for any episodes within the spell either (according to the PSS tool), it is left null.",,,RK,AP,
1473,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,NCBPST_Spell_NPoC,The dominant national programme of care service code for the spell.,varchar(4),Yes,"Displays the NPoC for the spell where available.  If there is no NPoC for the spell, then the NPoC from an episode within the spell is used, if there is no NPoC  for any episodes within the spell either (according to the PSS tool), it is left null.",,,RK,AP,
1532,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,Spell_Flag_Key,Concatenated string of all of the flag code(s) for the spell as produced by the 2016/17 Local Payment HRG Grouper.,varchar(50),Yes,Uses the Spell_Flag[1-7] fields from the output of the HRG Grouper and concatenates them when they are completed.,,,RK,AP,
1289,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,NCBPST_Spell_ServiceLine,The dominant service line for the spell.,varchar(8),Yes,"Displays the spell service line for the spell, where available. If there is no spell service line for the spell, then the spell service line from an episode within the spell is used, if there is no episode level service line available according to the PSS tool then left null.",,,RK,AP,
1378,NHSE_SEM_Live,tbl_Data_SEM_APCS_1415_Der,dbo,NCBPST_Spell_ServiceLine,The dominant service line for the spell.,varchar(8),Yes,"Displays the spell service line for the spell, where available. If there is no spell service line for the spell, then the spell service line from an episode within the spell is used, if there is no episode level service line available according to the PSS tool then left null.",,,RK,AP,
1472,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,NCBPST_Spell_ServiceLine,The dominant service line for the spell.,varchar(8),Yes,"Displays the spell service line for the spell, where available. If there is no spell service line for the spell, then the spell service line from an episode within the spell is used, if there is no episode level service line available according to the PSS tool then left null.",,,RK,AP,
1533,NHSE_SEM_Live,tbl_Data_SEM_APCS_1617_Der,dbo,Spell_Unbundled_HRGs,Unbundled HRGs as produced by the 2016/17 Local Payment HRG Grouper.,varchar(500),Yes,"Uses the UnbundledHRGs field from the HRG Grouper.  For further information on the HRG Grouper, please see: http://content.digital.nhs.uk/article/7052/HRG4-201617-Payment-Grouper",,,RK,AP,
1582,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,AP,got rid of 'sequential'. Can only link to opa tables. Use der_pseudo_nhs_number otherwise
1612,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,AP,got rid of 'sequential'. Can only link to opa tables. Use der_pseudo_nhs_number otherwise
1673,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,OPA_Ident,Primary Key - Use this field to join to the other tbl_Data_SEM_OPA_* tables.,bigint,Yes,A unique integer assigned to the record.  Does not represent any information about the patient.,,,RK,AP,got rid of 'sequential'. Can only link to opa tables. Use der_pseudo_nhs_number otherwise
1758,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBFinal_Flag,"Indicates whether the attendance is a directly commissioned service, i.e. a service commissioned by NHS England, using (1) the 2016/17 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.",varchar(1),Yes,"First, NCBFinal_Flag is set to ?0? for all records where Der_Attendance_Type is ?Attend? for all other records it is left as null.
Next, '0's are updated to ?1? where NCBPST_Flag is ?1? and NCBPST_ServiceLine is anything but 'NCBPS01C'.
They are also changed to ?1? when NCBPST_ServiceLine is 'NCBPS01C' and Attend_Core_HRG is 'SB97Z'.
Finally, it is updated to a ?1? where NCBFinal_Flag is ?0? and NCBLocal_RuleApplied is anything but '|Military Practice (RRU)'.",,,RK,AP,"check away :)
nhse_sem_load_yellow_schema_only.dbo.sp_sem_opa_load_1617der
also tried to clarify nhs england commissioning in description"
1583,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,AP,
1613,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,AP,
1674,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,OPA_Load_ID,An identifier assigned during loading to aid processing.,int,Yes,An identifier assigned in sequential order to each load file during processing.  Does not represent any information about the patient.,,,RK,AP,
1759,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBFinal_ServiceLine,The service line code produced by (1) the 2014/15 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.,varchar(8),Yes,"NCBFinal_ServiceLine is set the same as NCBPST_ServiceLine where NCBPST_Flag is ?1?, NCBFinal_Flag is ?0? and NCBPST_ServiceLine is not ?NCBPS01C?, or where NCBPST_Flag is ?1?, NCBFinal_Flag is ?0?, NCBPST_ServiceLine is 'NCBPS01C' and Attend_Core_HRG is 'SB97Z'. It is set the same as NCBLocal_ServiceLine when NCBLocal_Flag is ?1?, NCBFinal_Flag is ?0?, NCBLocal_RuleApplied is not '|Military Practice (RRU)' and Der.Der_Attendance_Type is 'Attend'.",,,RK,AP,
1584,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,OPA_Raw_ID,An identifier on the raw data which is imported used during loading and processing.,bigint,No,,,,RK,AP,
1614,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,OPA_Raw_ID,An identifier on the raw data which is imported used during loading and processing.,bigint,No,,,,RK,AP,
1675,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,OPA_Raw_ID,An identifier on the raw data which is imported used during loading and processing.,bigint,No,,,,RK,AP,
1760,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBFinal_NPoC,The national programme of care service code produced by (1) the 2014/15 PSS Identification Tool (National) and (2) locally derived direct commissioning rules.,varchar(4),Yes,"Either calculated locally according to direct commissioning rules, or by using the Prescribed Specialised Services 2013/14 Identification Tool, more details of which can be found at: http://content.digital.nhs.uk/article/2684/Prescribed-Specialised-Services",,,RK,AP,
1585,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,PreGrp_Exclusion_Reason,"Reason as to why the attendance has not been grouped using the 2013/14 Local Payment HRG Grouper, e.g. '=' Sign Convention, Mental Health Services etc.",varchar(30),Yes,"When the last character in Commissioning_Serial_Number.
Set as '''='' Sign Convention' when the final character in Commissioning_Serial_Number is '='.
Set as ?Cystic Fibrosis? when Treatment_Function_Code is ?343? or ?264'.
Set as ?Intermediate Care? when Treatment_Function_Code is '318'.
Set as ?Learning Disabilities? when Treatment_Function_Code is ?700?.
Set as ?Mental Health Services? when Treatment_Function_Code is one of '710', '711', '712', '713', '715', '720', '721', '722', '723', '724', '725', '726' or '727'.
Set as  ?Respite Care? when Treatment_Function_Code is ?319?.
Set as ?NSCG Services? when Commissioner_Code is ?YDD82?.
Set as ?Private Patients? when Administrative_Category is ?02?.",,,RK,AP,
1615,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,PreGrp_Exclusion_Reason,"Reason as to why the attendance has not been grouped using the 2014/15 Local Payment HRG Grouper, e.g. '=' Sign Convention, Mental Health Services etc.",varchar(30),Yes,"When the last character in Commissioning_Serial_Number.
Set as '''='' Sign Convention' when the final character in Commissioning_Serial_Number is '='.
Set as ?Cystic Fibrosis? when Treatment_Function_Code is ?343? or ?264'.
Set as ?Intermediate Care? when Treatment_Function_Code is '318'.
Set as ?Learning Disabilities? when Treatment_Function_Code is ?700?.
Set as ?Mental Health Services? when Treatment_Function_Code is one of '710', '711', '712', '713', '715', '720', '721', '722', '723', '724', '725', '726' or '727'.
Set as  ?Respite Care? when Treatment_Function_Code is ?319?.
Set as ?NSCG Services? when Commissioner_Code is ?YDD82?.
Set as ?Private Patients? when Administrative_Category is ?02?.",,,RK,AP,
1678,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,PreGrp_Exclusion_Reason,"Reason as to why the attendance has not been grouped using the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper, e.g. '=' Sign Convention, Mental Health Services etc.",varchar(30),Yes,"When the last character in Commissioning_Serial_Number.
Set as '''='' Sign Convention' when the final character in Commissioning_Serial_Number is '='.
Set as ?Cystic Fibrosis? when Treatment_Function_Code is ?343? or ?264'.
Set as ?Intermediate Care? when Treatment_Function_Code is '318'.
Set as ?Learning Disabilities? when Treatment_Function_Code is ?700?.
Set as ?Mental Health Services? when Treatment_Function_Code is one of '710', '711', '712', '713', '715', '720', '721', '722', '723', '724', '725', '726' or '727'.
Set as  ?Respite Care? when Treatment_Function_Code is ?319?.
Set as ?NSCG Services? when Commissioner_Code is ?YDD82?.
Set as ?Private Patients? when Administrative_Category is ?02?.",,,RK,AP,
1761,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,NCBFinal_SourceRuleSet,"The rule set which has been used to identify attendances within the NHSE portfolio. Where more than 1 rule is satisfied, all rule sets are displayed.",varchar(250),Yes,"NCBFinal_SourceRuleSet is set to ?|PSTool_1415' where NCBPST_Flag is ?1?, NCBFinal_Flag is ?0? and NCBPST_ServiceLine is not ?NCBPS01C?, or where NCBPST_Flag is ?1?, NCBFinal_Flag is ?0?, NCBPST_ServiceLine is 'NCBPS01C' and Attend_Core_HRG is 'SB97Z'.
It is set the same as NCBLocal_RuleApplied when NCBLocal_Flag is ?1?, NCBFinal_Flag is ?0?, NCBLocal_RuleApplied is not '|Military Practice (RRU)' and Der_Attendance_Type is 'Attend'.",,,RK,AP,
97,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,Provider_Tariff_Option,Inidcates the providers tariff option choice for 2015/16 (DTR or ETO).,varchar(3),Yes,"Joins to a provider ETO tariff reference table on Der_Provider_Code and, where Der_Provider_Code is in this table, 'ETO' is assigned, otherwise, 'DTR'.",,,RK,AP,
1174,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,Provider_Tariff_Option,Inidcates the providers tariff option choice for 2015/16 (DTR or ETO).,varchar(3),Yes,"Joins to a provider ETO tariff reference table on Der_Provider_Code and, where Der_Provider_Code is in this table, 'ETO' is assigned, otherwise, 'DTR'.",,,RK,AP,
1427,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Provider_Tariff_Option,Inidcates the providers tariff option choice for 2015/16 (DTR or ETO).,varchar(3),Yes,"Joins to a provider ETO tariff reference table on Der_Provider_Code and, where Der_Provider_Code is in this table, 'ETO' is assigned, otherwise, 'DTR'.",,,RK,AP,
1676,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,Provider_Tariff_Option,Inidcates the providers tariff option choice for 2015/16 (DTR or ETO).,varchar(3),Yes,"Joins to a provider ETO tariff reference table on Der_Provider_Code and, where Der_Provider_Code is in this table, 'ETO' is assigned, otherwise, 'DTR'.",,,RK,AP,
60,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,Quality_Error_Message,Error messages as produced by the 2013/14 Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
79,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,Quality_Error_Message,Error messages as produced by the 2014/15 Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
100,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,Quality_Error_Message,Error messages as produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
128,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,Responsible_Purchaser_Code,The code of the purchaser (commissioner) with responsibility for the attendance according to the NCDR interpretation of the 2016/17 Commissioner Assignment Method (CAM) logic.,varchar(5),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
1593,NHSE_SEM_Live,tbl_Data_SEM_OPA_1314_Der,dbo,Quality_Error_Message,Error messages as produced by the 2013/14 Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
1623,NHSE_SEM_Live,tbl_Data_SEM_OPA_1415_Der,dbo,Quality_Error_Message,Error messages as produced by the 2014/15 Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
1686,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,Quality_Error_Message,Error messages as produced by the 2014/15 (DTR) or 2015/16 (ETO) Local Payment HRG Grouper.,varchar(1000),Yes,Displays any Error_Message that has occurred due to the data breaking validation rules in the HRG Grouper.,,,RK,AP,
1762,NHSE_SEM_Live,tbl_Data_SEM_OPA_1617_Der,dbo,Responsible_Purchaser_Code,The code of the purchaser (commissioner) with responsibility for the attendance according to the NCDR interpretation of the 2016/17 Commissioner Assignment Method (CAM) logic.,varchar(5),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
98,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,Record_Type,Indicates the actual record type for 2015/16 (DTR or ETO) NB: Reciprocal OSV patients are charged at DTR rates for 2015/16 irrespective of the providers tariff option choice (as per Monitor guidance).,varchar(3),Yes,"Joins to a reference table on provider code and takes whether that provider chose an ETO or DTR tariff, unless it is an OSV patient, in which case DTR is always applied.",,,RK,AP,
1175,NHSE_SEM_Live,tbl_Data_SEM_APCE_1516_Der,dbo,Record_Type,Indicates the actual record type for 2015/16 (DTR or ETO) NB: Reciprocal OSV patients are charged at DTR rates for 2015/16 irrespective of the providers tariff option choice (as per Monitor guidance).,varchar(3),Yes,"Joins to a reference table on provider code and takes whether that provider chose an ETO or DTR tariff, unless it is an OSV patient, in which case DTR is always applied.",,,RK,AP,
1428,NHSE_SEM_Live,tbl_Data_SEM_APCS_1516_Der,dbo,Record_Type,Indicates the actual record type for 2015/16 (DTR or ETO) NB: Reciprocal OSV patients are charged at DTR rates for 2015/16 irrespective of the providers tariff option choice (as per Monitor guidance).,varchar(3),Yes,"Joins to a reference table on provider code and takes whether that provider chose an ETO or DTR tariff, unless it is an OSV patient, in which case DTR is always applied.",,,RK,AP,
1677,NHSE_SEM_Live,tbl_Data_SEM_OPA_1516_Der,dbo,Record_Type,Inidcates the actual record type for 2015/16 (DTR or ETO) NB: Reciprocal OSV patients are charged at DTR rates for 2015/16 irrespective of the providers tariff option choice (as per Monitor guidance).,varchar(3),Yes,"Joins to a reference table on provider code and takes whether that provider chose an ETO or DTR tariff, unless it is an OSV patient, in which case DTR is always applied.",,,RK,AP,
71,NHSE_SEM_Live,tbl_Data_SEM_AEA_1314_Der,dbo,Responsible_Purchaser_Assignment_Method,"The method used to assign the responsible purchaser according to the NCDR interpretation of the 2013/14 Commissioner Assignment Method (CAM), e.g. CCG (Practice Mapped), CCG (Postcode Mapped), Devolved Administration etc.",varchar(50),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
90,NHSE_SEM_Live,tbl_Data_SEM_AEA_1415_Der,dbo,Responsible_Purchaser_Assignment_Method,"The method used to assign the responsible purchaser according to the NCDR interpretation of the 2013/14 Commissioner Assignment Method (CAM), e.g. CCG (Practice Mapped), CCG (Postcode Mapped), Devolved Administration etc.",varchar(50),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
111,NHSE_SEM_Live,tbl_Data_SEM_AEA_1516_Der,dbo,Responsible_Purchaser_Assignment_Method,"The method used to assign the responsible purchaser according to the NCDR interpretation of the 2015/16 Commissioner Assignment Method (CAM), e.g. CCG (Practice Mapped), CCG (Postcode Mapped), Devolved Administration etc.",varchar(50),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
129,NHSE_SEM_Live,tbl_Data_SEM_AEA_1617_Der,dbo,Responsible_Purchaser_Type,"The purchaser type responsible for the attendance according to the NCDR interpretation of the 2016/17 CAM, e.g. CCG, Commissioning Hub, etc.",varchar(50),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
1304,NHSE_SEM_Live,tbl_Data_SEM_APCS_1314_Der,dbo,Responsible_Purchaser_Assignment_Method,"The method used to assign the responsible purchaser according to the NCDR interpretation of the 2013/14 Commissioner Assignment Method (CAM), e.g. CCG (Practice Mapped), CCG (Postcode Mapped), Devolved Administration etc.",varchar(50),Yes,"Derived using an NCDR specific version of the Commissioner Assignment Method (CAM) methodology, interpreted using SUS data where possible.  For further information, please contact DSfC Support (england.dsfc-support@nhs.net), or for a general overview see the specific CAM documentation (https://www.england.nhs.uk/wp-content/uploads/2015/12/commissioner-assignment-process-flowchart-annotations.pdf) for further details.",,,RK,AP,"hopefully largely sorted, still need years though."
